source,relation,target,confidence,evidence
矿井供电系统,needs_solution,供电网络拓扑自动识别,0.94,"{""source_id"": ""U01"", ""field"": ""需要什么解决方案"", ""scene"": ""矿井供电系统""}"
矿井供电系统,needs_solution,变配电房智能巡检,0.94,"{""source_id"": ""U01"", ""field"": ""需要什么解决方案"", ""scene"": ""矿井供电系统""}"
矿井供电系统,needs_solution,智能供电管理系统,0.94,"{""source_id"": ""U01"", ""field"": ""需要什么解决方案"", ""scene"": ""矿井供电系统""}"
矿井供电系统,needs_solution,智能继电保护与故障自愈,0.94,"{""source_id"": ""U01"", ""field"": ""需要什么解决方案"", ""scene"": ""矿井供电系统""}"
矿井供电系统,needs_solution,电能质量在线监测与治理,0.94,"{""source_id"": ""U01"", ""field"": ""需要什么解决方案"", ""scene"": ""矿井供电系统""}"
矿井通信网络,needs_solution,井下核心网下沉（MEC边缘计算）,0.94,"{""source_id"": ""U01"", ""field"": ""需要什么解决方案"", ""scene"": ""矿井通信网络""}"
矿井通信网络,needs_solution,应急通信保障体系,0.94,"{""source_id"": ""U01"", ""field"": ""需要什么解决方案"", ""scene"": ""矿井通信网络""}"
矿井通信网络,needs_solution,建设5G+WiFi6融合的矿井通信网络,0.94,"{""source_id"": ""U01"", ""field"": ""需要什么解决方案"", ""scene"": ""矿井通信网络""}"
矿井通信网络,needs_solution,矿鸿(MineHarmony)统一物联协议,0.94,"{""source_id"": ""U01"", ""field"": ""需要什么解决方案"", ""scene"": ""矿井通信网络""}"
矿井通信网络,needs_solution,统一的矿山通信平台（语音+数据+视频）,0.94,"{""source_id"": ""U01"", ""field"": ""需要什么解决方案"", ""scene"": ""矿井通信网络""}"
矿井通风系统,needs_solution,主通风机变频节能运行,0.94,"{""source_id"": ""U01"", ""field"": ""需要什么解决方案"", ""scene"": ""矿井通风系统""}"
矿井通风系统,needs_solution,局部通风机智能联动控制,0.94,"{""source_id"": ""U01"", ""field"": ""需要什么解决方案"", ""scene"": ""矿井通风系统""}"
矿井通风系统,needs_solution,智能通风系统：按需通风与风量优化,0.94,"{""source_id"": ""U01"", ""field"": ""需要什么解决方案"", ""scene"": ""矿井通风系统""}"
矿井通风系统,needs_solution,灾变通风智能应急调控,0.94,"{""source_id"": ""U01"", ""field"": ""需要什么解决方案"", ""scene"": ""矿井通风系统""}"
矿井通风系统,needs_solution,通风设施状态在线监测,0.94,"{""source_id"": ""U01"", ""field"": ""需要什么解决方案"", ""scene"": ""矿井通风系统""}"
矿山综合管控平台,needs_solution,基于数字孪生的矿山态势感知,0.94,"{""source_id"": ""U01"", ""field"": ""需要什么解决方案"", ""scene"": ""矿山综合管控平台""}"
矿山综合管控平台,needs_solution,多系统数据融合与统一展示,0.94,"{""source_id"": ""U01"", ""field"": ""需要什么解决方案"", ""scene"": ""矿山综合管控平台""}"
矿山综合管控平台,needs_solution,应急指挥多系统联动,0.94,"{""source_id"": ""U01"", ""field"": ""需要什么解决方案"", ""scene"": ""矿山综合管控平台""}"
矿山综合管控平台,needs_solution,生产调度智能指挥中心,0.94,"{""source_id"": ""U01"", ""field"": ""需要什么解决方案"", ""scene"": ""矿山综合管控平台""}"
矿山综合管控平台,needs_solution,矿山综合管控平台（一体化平台）,0.94,"{""source_id"": ""U01"", ""field"": ""需要什么解决方案"", ""scene"": ""矿山综合管控平台""}"
穿爆作业（露天矿）,needs_solution,数字化爆破设计与管理平台,0.94,"{""source_id"": ""U01"", ""field"": ""需要什么解决方案"", ""scene"": ""穿爆作业（露天矿）""}"
穿爆作业（露天矿）,needs_solution,智能穿爆系统：基于地质模型的爆破参数优化,0.94,"{""source_id"": ""U01"", ""field"": ""需要什么解决方案"", ""scene"": ""穿爆作业（露天矿）""}"
穿爆作业（露天矿）,needs_solution,爆破区域智能安全管控,0.94,"{""source_id"": ""U01"", ""field"": ""需要什么解决方案"", ""scene"": ""穿爆作业（露天矿）""}"
穿爆作业（露天矿）,needs_solution,爆破振动实时监测与预警,0.94,"{""source_id"": ""U01"", ""field"": ""需要什么解决方案"", ""scene"": ""穿爆作业（露天矿）""}"
综采工作面,needs_solution,基于AI的采高自动调节,0.94,"{""source_id"": ""U01"", ""field"": ""需要什么解决方案"", ""scene"": ""综采工作面""}"
综采工作面,needs_solution,工作面自动找直系统,0.94,"{""source_id"": ""U01"", ""field"": ""需要什么解决方案"", ""scene"": ""综采工作面""}"
综采工作面,needs_solution,"智能化综采工作面：实现""记忆截割+自适应截割""联动",0.94,"{""source_id"": ""U01"", ""field"": ""需要什么解决方案"", ""scene"": ""综采工作面""}"
综采工作面,needs_solution,液压支架自动跟机拉移与自动纠偏,0.94,"{""source_id"": ""U01"", ""field"": ""需要什么解决方案"", ""scene"": ""综采工作面""}"
绿色低碳与环保,needs_solution,矸石山/尾矿库在线安全监测,0.94,"{""source_id"": ""U01"", ""field"": ""需要什么解决方案"", ""scene"": ""绿色低碳与环保""}"
绿色低碳与环保,needs_solution,矿井水处理智能控制系统,0.94,"{""source_id"": ""U01"", ""field"": ""需要什么解决方案"", ""scene"": ""绿色低碳与环保""}"
绿色低碳与环保,needs_solution,矿山碳排放智能监测与管理,0.94,"{""source_id"": ""U01"", ""field"": ""需要什么解决方案"", ""scene"": ""绿色低碳与环保""}"
绿色低碳与环保,needs_solution,粉尘/噪声在线监测与自动降尘,0.94,"{""source_id"": ""U01"", ""field"": ""需要什么解决方案"", ""scene"": ""绿色低碳与环保""}"
绿色低碳与环保,needs_solution,绿色矿山评价指标数据化管理,0.94,"{""source_id"": ""U01"", ""field"": ""需要什么解决方案"", ""scene"": ""绿色低碳与环保""}"
选矿/洗煤生产,needs_solution,在线品位分析与实时反馈控制,0.94,"{""source_id"": ""U01"", ""field"": ""需要什么解决方案"", ""scene"": ""选矿/洗煤生产""}"
选矿/洗煤生产,needs_solution,基于AI的工艺参数优化与质量预测,0.94,"{""source_id"": ""U01"", ""field"": ""需要什么解决方案"", ""scene"": ""选矿/洗煤生产""}"
选矿/洗煤生产,needs_solution,尾矿综合利用智能管理,0.94,"{""source_id"": ""U01"", ""field"": ""需要什么解决方案"", ""scene"": ""选矿/洗煤生产""}"
选矿/洗煤生产,needs_solution,智能选矿/洗煤全流程控制,0.94,"{""source_id"": ""U01"", ""field"": ""需要什么解决方案"", ""scene"": ""选矿/洗煤生产""}"
选矿/洗煤生产,needs_solution,核心分选设备智能控制（重介密度/浮选液位）,0.94,"{""source_id"": ""U01"", ""field"": ""需要什么解决方案"", ""scene"": ""选矿/洗煤生产""}"
露天矿卡车运输,needs_solution,纯电动/新能源矿卡替代,0.94,"{""source_id"": ""U01"", ""field"": ""需要什么解决方案"", ""scene"": ""露天矿卡车运输""}"
露天矿卡车运输,needs_solution,装卸载全流程自动化,0.94,"{""source_id"": ""U01"", ""field"": ""需要什么解决方案"", ""scene"": ""露天矿卡车运输""}"
露天矿卡车运输,needs_solution,车队智能调度与路径优化,0.94,"{""source_id"": ""U01"", ""field"": ""需要什么解决方案"", ""scene"": ""露天矿卡车运输""}"
露天矿卡车运输,needs_solution,运输数据分析与运营优化,0.94,"{""source_id"": ""U01"", ""field"": ""需要什么解决方案"", ""scene"": ""露天矿卡车运输""}"
露天矿卡车运输,needs_solution,露天矿无人驾驶运输系统,0.94,"{""source_id"": ""U01"", ""field"": ""需要什么解决方案"", ""scene"": ""露天矿卡车运输""}"
顶板与矿压监测,needs_solution,冲击地压多参量综合预警,0.94,"{""source_id"": ""U01"", ""field"": ""需要什么解决方案"", ""scene"": ""顶板与矿压监测""}"
顶板与矿压监测,needs_solution,围岩变形多源信息融合分析,0.94,"{""source_id"": ""U01"", ""field"": ""需要什么解决方案"", ""scene"": ""顶板与矿压监测""}"
顶板与矿压监测,needs_solution,基于AI的顶板管理决策支持,0.94,"{""source_id"": ""U01"", ""field"": ""需要什么解决方案"", ""scene"": ""顶板与矿压监测""}"
顶板与矿压监测,needs_solution,支架工作阻力连续监测与来压预测,0.94,"{""source_id"": ""U01"", ""field"": ""需要什么解决方案"", ""scene"": ""顶板与矿压监测""}"
顶板与矿压监测,needs_solution,矿压在线智能监测与预警,0.94,"{""source_id"": ""U01"", ""field"": ""需要什么解决方案"", ""scene"": ""顶板与矿压监测""}"
AI大模型赋能,related_concept,AI,0.72,"{""source_id"": ""U01"", ""scene"": ""AI大模型赋能"", ""matched_term"": ""AI""}"
AI大模型赋能,related_concept,大模型,0.72,"{""source_id"": ""U01"", ""scene"": ""AI大模型赋能"", ""matched_term"": ""大模型""}"
井下主运输系统（带式输送机）,related_concept,巡检机器人,0.72,"{""source_id"": ""U01"", ""scene"": ""井下主运输系统（带式输送机）"", ""matched_term"": ""巡检机器人""}"
井下主运输系统（带式输送机）,related_concept,无人驾驶,0.72,"{""source_id"": ""U01"", ""scene"": ""井下主运输系统（带式输送机）"", ""matched_term"": ""无人驾驶""}"
井下主运输系统（带式输送机）,related_concept,故障,0.72,"{""source_id"": ""U01"", ""scene"": ""井下主运输系统（带式输送机）"", ""matched_term"": ""故障""}"
井下主运输系统（带式输送机）,related_concept,标准体系,0.72,"{""source_id"": ""U01"", ""scene"": ""井下主运输系统（带式输送机）"", ""matched_term"": ""标准体系""}"
井下主运输系统（带式输送机）,related_concept,运维,0.72,"{""source_id"": ""U01"", ""scene"": ""井下主运输系统（带式输送机）"", ""matched_term"": ""运维""}"
井下主运输系统（带式输送机）,related_concept,机器人,0.72,"{""source_id"": ""U01"", ""scene"": ""井下主运输系统（带式输送机）"", ""matched_term"": ""机器人""}"
井下人员定位与管理,related_concept,标准体系,0.72,"{""source_id"": ""U01"", ""scene"": ""井下人员定位与管理"", ""matched_term"": ""标准体系""}"
井下人员定位与管理,related_concept,防爆,0.72,"{""source_id"": ""U01"", ""scene"": ""井下人员定位与管理"", ""matched_term"": ""防爆""}"
井下人员定位与管理,related_concept,AI,0.72,"{""source_id"": ""U01"", ""scene"": ""井下人员定位与管理"", ""matched_term"": ""AI""}"
井下辅助运输,related_concept,无人驾驶,0.72,"{""source_id"": ""U01"", ""scene"": ""井下辅助运输"", ""matched_term"": ""无人驾驶""}"
井下辅助运输,related_concept,智能调度,0.72,"{""source_id"": ""U01"", ""scene"": ""井下辅助运输"", ""matched_term"": ""智能调度""}"
井下辅助运输,related_concept,远程驾驶,0.72,"{""source_id"": ""U01"", ""scene"": ""井下辅助运输"", ""matched_term"": ""远程驾驶""}"
井下辅助运输,related_concept,5G,0.72,"{""source_id"": ""U01"", ""scene"": ""井下辅助运输"", ""matched_term"": ""5G""}"
井下辅助运输,related_concept,V2X,0.72,"{""source_id"": ""U01"", ""scene"": ""井下辅助运输"", ""matched_term"": ""V2X""}"
井下辅助运输,related_concept,自动驾驶,0.72,"{""source_id"": ""U01"", ""scene"": ""井下辅助运输"", ""matched_term"": ""自动驾驶""}"
井下辅助运输,related_concept,高精度定位,0.72,"{""source_id"": ""U01"", ""scene"": ""井下辅助运输"", ""matched_term"": ""高精度定位""}"
地质保障与三维建模,related_concept,地质保障,0.72,"{""source_id"": ""U01"", ""scene"": ""地质保障与三维建模"", ""matched_term"": ""地质保障""}"
地质保障与三维建模,related_concept,AI,0.72,"{""source_id"": ""U01"", ""scene"": ""地质保障与三维建模"", ""matched_term"": ""AI""}"
地质保障与三维建模,related_concept,大数据,0.72,"{""source_id"": ""U01"", ""scene"": ""地质保障与三维建模"", ""matched_term"": ""大数据""}"
大型固定设备运维（主提升/主排水/压风等）,related_concept,无人驾驶,0.72,"{""source_id"": ""U01"", ""scene"": ""大型固定设备运维（主提升/主排水/压风等）"", ""matched_term"": ""无人驾驶""}"
大型固定设备运维（主提升/主排水/压风等）,related_concept,预测性维护,0.72,"{""source_id"": ""U01"", ""scene"": ""大型固定设备运维（主提升/主排水/压风等）"", ""matched_term"": ""预测性维护""}"
大型固定设备运维（主提升/主排水/压风等）,related_concept,故障,0.72,"{""source_id"": ""U01"", ""scene"": ""大型固定设备运维（主提升/主排水/压风等）"", ""matched_term"": ""故障""}"
大型固定设备运维（主提升/主排水/压风等）,related_concept,运维,0.72,"{""source_id"": ""U01"", ""scene"": ""大型固定设备运维（主提升/主排水/压风等）"", ""matched_term"": ""运维""}"
大型固定设备运维（主提升/主排水/压风等）,related_concept,AI,0.72,"{""source_id"": ""U01"", ""scene"": ""大型固定设备运维（主提升/主排水/压风等）"", ""matched_term"": ""AI""}"
大型固定设备运维（主提升/主排水/压风等）,related_concept,大数据,0.72,"{""source_id"": ""U01"", ""scene"": ""大型固定设备运维（主提升/主排水/压风等）"", ""matched_term"": ""大数据""}"
大型固定设备运维（主提升/主排水/压风等）,related_concept,数字孪生,0.72,"{""source_id"": ""U01"", ""scene"": ""大型固定设备运维（主提升/主排水/压风等）"", ""matched_term"": ""数字孪生""}"
掘进工作面,related_concept,智能掘进,0.72,"{""source_id"": ""U01"", ""scene"": ""掘进工作面"", ""matched_term"": ""智能掘进""}"
掘进工作面,related_concept,粉尘,0.72,"{""source_id"": ""U01"", ""scene"": ""掘进工作面"", ""matched_term"": ""粉尘""}"
掘进工作面,related_concept,机器人,0.72,"{""source_id"": ""U01"", ""scene"": ""掘进工作面"", ""matched_term"": ""机器人""}"
掘进工作面,related_concept,边缘计算,0.72,"{""source_id"": ""U01"", ""scene"": ""掘进工作面"", ""matched_term"": ""边缘计算""}"
水害防治,related_concept,标准体系,0.72,"{""source_id"": ""U01"", ""scene"": ""水害防治"", ""matched_term"": ""标准体系""}"
水害防治,related_concept,智能监测,0.72,"{""source_id"": ""U01"", ""scene"": ""水害防治"", ""matched_term"": ""智能监测""}"
水害防治,related_concept,AI,0.72,"{""source_id"": ""U01"", ""scene"": ""水害防治"", ""matched_term"": ""AI""}"
火灾与防灭火,related_concept,预测预警,0.72,"{""source_id"": ""U01"", ""scene"": ""火灾与防灭火"", ""matched_term"": ""预测预警""}"
火灾与防灭火,related_concept,AI,0.72,"{""source_id"": ""U01"", ""scene"": ""火灾与防灭火"", ""matched_term"": ""AI""}"
瓦斯监测监控,related_concept,标准体系,0.72,"{""source_id"": ""U01"", ""scene"": ""瓦斯监测监控"", ""matched_term"": ""标准体系""}"
瓦斯监测监控,related_concept,智能监测,0.72,"{""source_id"": ""U01"", ""scene"": ""瓦斯监测监控"", ""matched_term"": ""智能监测""}"
瓦斯监测监控,related_concept,AI,0.72,"{""source_id"": ""U01"", ""scene"": ""瓦斯监测监控"", ""matched_term"": ""AI""}"
瓦斯监测监控,related_concept,边缘计算,0.72,"{""source_id"": ""U01"", ""scene"": ""瓦斯监测监控"", ""matched_term"": ""边缘计算""}"
矿井供电系统,related_concept,巡检机器人,0.72,"{""source_id"": ""U01"", ""scene"": ""矿井供电系统"", ""matched_term"": ""巡检机器人""}"
矿井供电系统,related_concept,可靠性,0.72,"{""source_id"": ""U01"", ""scene"": ""矿井供电系统"", ""matched_term"": ""可靠性""}"
矿井供电系统,related_concept,故障,0.72,"{""source_id"": ""U01"", ""scene"": ""矿井供电系统"", ""matched_term"": ""故障""}"
矿井供电系统,related_concept,标准体系,0.72,"{""source_id"": ""U01"", ""scene"": ""矿井供电系统"", ""matched_term"": ""标准体系""}"
矿井供电系统,related_concept,机器人,0.72,"{""source_id"": ""U01"", ""scene"": ""矿井供电系统"", ""matched_term"": ""机器人""}"
矿井通信网络,related_concept,可靠性,0.72,"{""source_id"": ""U01"", ""scene"": ""矿井通信网络"", ""matched_term"": ""可靠性""}"
矿井通信网络,related_concept,防爆,0.72,"{""source_id"": ""U01"", ""scene"": ""矿井通信网络"", ""matched_term"": ""防爆""}"
矿井通信网络,related_concept,智能终端,0.72,"{""source_id"": ""U01"", ""scene"": ""矿井通信网络"", ""matched_term"": ""智能终端""}"
矿井通信网络,related_concept,5G,0.72,"{""source_id"": ""U01"", ""scene"": ""矿井通信网络"", ""matched_term"": ""5G""}"
矿井通信网络,related_concept,工业环网,0.72,"{""source_id"": ""U01"", ""scene"": ""矿井通信网络"", ""matched_term"": ""工业环网""}"
矿井通信网络,related_concept,边缘计算,0.72,"{""source_id"": ""U01"", ""scene"": ""矿井通信网络"", ""matched_term"": ""边缘计算""}"
矿井通风系统,related_concept,能耗,0.72,"{""source_id"": ""U01"", ""scene"": ""矿井通风系统"", ""matched_term"": ""能耗""}"
矿井通风系统,related_concept,节能,0.72,"{""source_id"": ""U01"", ""scene"": ""矿井通风系统"", ""matched_term"": ""节能""}"
矿井通风系统,related_concept,标准体系,0.72,"{""source_id"": ""U01"", ""scene"": ""矿井通风系统"", ""matched_term"": ""标准体系""}"
矿山综合管控平台,related_concept,AI,0.72,"{""source_id"": ""U01"", ""scene"": ""矿山综合管控平台"", ""matched_term"": ""AI""}"
矿山综合管控平台,related_concept,数字孪生,0.72,"{""source_id"": ""U01"", ""scene"": ""矿山综合管控平台"", ""matched_term"": ""数字孪生""}"
穿爆作业（露天矿）,related_concept,安全管控,0.72,"{""source_id"": ""U01"", ""scene"": ""穿爆作业（露天矿）"", ""matched_term"": ""安全管控""}"
穿爆作业（露天矿）,related_concept,无人驾驶,0.72,"{""source_id"": ""U01"", ""scene"": ""穿爆作业（露天矿）"", ""matched_term"": ""无人驾驶""}"
综采工作面,related_concept,无人驾驶,0.72,"{""source_id"": ""U01"", ""scene"": ""综采工作面"", ""matched_term"": ""无人驾驶""}"
综采工作面,related_concept,标准体系,0.72,"{""source_id"": ""U01"", ""scene"": ""综采工作面"", ""matched_term"": ""标准体系""}"
综采工作面,related_concept,AI,0.72,"{""source_id"": ""U01"", ""scene"": ""综采工作面"", ""matched_term"": ""AI""}"
绿色低碳与环保,related_concept,无人驾驶,0.72,"{""source_id"": ""U01"", ""scene"": ""绿色低碳与环保"", ""matched_term"": ""无人驾驶""}"
绿色低碳与环保,related_concept,粉尘,0.72,"{""source_id"": ""U01"", ""scene"": ""绿色低碳与环保"", ""matched_term"": ""粉尘""}"
绿色低碳与环保,related_concept,智能监测,0.72,"{""source_id"": ""U01"", ""scene"": ""绿色低碳与环保"", ""matched_term"": ""智能监测""}"
选矿/洗煤生产,related_concept,无人驾驶,0.72,"{""source_id"": ""U01"", ""scene"": ""选矿/洗煤生产"", ""matched_term"": ""无人驾驶""}"
选矿/洗煤生产,related_concept,能耗,0.72,"{""source_id"": ""U01"", ""scene"": ""选矿/洗煤生产"", ""matched_term"": ""能耗""}"
选矿/洗煤生产,related_concept,AI,0.72,"{""source_id"": ""U01"", ""scene"": ""选矿/洗煤生产"", ""matched_term"": ""AI""}"
露天矿卡车运输,related_concept,无人驾驶,0.72,"{""source_id"": ""U01"", ""scene"": ""露天矿卡车运输"", ""matched_term"": ""无人驾驶""}"
露天矿卡车运输,related_concept,露天矿卡,0.72,"{""source_id"": ""U01"", ""scene"": ""露天矿卡车运输"", ""matched_term"": ""露天矿卡""}"
露天矿卡车运输,related_concept,成本,0.72,"{""source_id"": ""U01"", ""scene"": ""露天矿卡车运输"", ""matched_term"": ""成本""}"
露天矿卡车运输,related_concept,成本,0.72,"{""source_id"": ""U01"", ""scene"": ""露天矿卡车运输"", ""matched_term"": ""成本""}"
露天矿卡车运输,related_concept,智能调度,0.72,"{""source_id"": ""U01"", ""scene"": ""露天矿卡车运输"", ""matched_term"": ""智能调度""}"
露天矿卡车运输,related_concept,AI,0.72,"{""source_id"": ""U01"", ""scene"": ""露天矿卡车运输"", ""matched_term"": ""AI""}"
露天矿卡车运输,related_concept,V2X,0.72,"{""source_id"": ""U01"", ""scene"": ""露天矿卡车运输"", ""matched_term"": ""V2X""}"
露天矿卡车运输,related_concept,自动驾驶,0.72,"{""source_id"": ""U01"", ""scene"": ""露天矿卡车运输"", ""matched_term"": ""自动驾驶""}"
顶板与矿压监测,related_concept,标准体系,0.72,"{""source_id"": ""U01"", ""scene"": ""顶板与矿压监测"", ""matched_term"": ""标准体系""}"
顶板与矿压监测,related_concept,智能监测,0.72,"{""source_id"": ""U01"", ""scene"": ""顶板与矿压监测"", ""matched_term"": ""智能监测""}"
顶板与矿压监测,related_concept,AI,0.72,"{""source_id"": ""U01"", ""scene"": ""顶板与矿压监测"", ""matched_term"": ""AI""}"
AI大模型赋能,requires_technology,AI一体机（推理/训练服务器）,0.94,"{""source_id"": ""U01"", ""field"": ""要求什么技术/设备"", ""scene"": ""AI大模型赋能""}"
AI大模型赋能,requires_technology,GPU/NPU算力集群,0.94,"{""source_id"": ""U01"", ""field"": ""要求什么技术/设备"", ""scene"": ""AI大模型赋能""}"
AI大模型赋能,requires_technology,MLOps平台,0.94,"{""source_id"": ""U01"", ""field"": ""要求什么技术/设备"", ""scene"": ""AI大模型赋能""}"
AI大模型赋能,requires_technology,数据标注工具,0.94,"{""source_id"": ""U01"", ""field"": ""要求什么技术/设备"", ""scene"": ""AI大模型赋能""}"
AI大模型赋能,requires_technology,"矿山AI大模型（如国家能源集团AI平台/中煤""地知""大模型）",0.94,"{""source_id"": ""U01"", ""field"": ""要求什么技术/设备"", ""scene"": ""AI大模型赋能""}"
AI大模型赋能,requires_technology,矿山知识图谱构建工具,0.94,"{""source_id"": ""U01"", ""field"": ""要求什么技术/设备"", ""scene"": ""AI大模型赋能""}"
井下主运输系统（带式输送机）,requires_technology,PLC控制系统+SCADA平台,0.94,"{""source_id"": ""U01"", ""field"": ""要求什么技术/设备"", ""scene"": ""井下主运输系统（带式输送机）""}"
井下主运输系统（带式输送机）,requires_technology,变频驱动器(VFD),0.94,"{""source_id"": ""U01"", ""field"": ""要求什么技术/设备"", ""scene"": ""井下主运输系统（带式输送机）""}"
井下主运输系统（带式输送机）,requires_technology,煤量检测雷达/称重传感器,0.94,"{""source_id"": ""U01"", ""field"": ""要求什么技术/设备"", ""scene"": ""井下主运输系统（带式输送机）""}"
井下主运输系统（带式输送机）,requires_technology,矿用巡检机器人（轨道式/履带式）,0.94,"{""source_id"": ""U01"", ""field"": ""要求什么技术/设备"", ""scene"": ""井下主运输系统（带式输送机）""}"
井下主运输系统（带式输送机）,requires_technology,红外测温/振动传感器,0.94,"{""source_id"": ""U01"", ""field"": ""要求什么技术/设备"", ""scene"": ""井下主运输系统（带式输送机）""}"
井下主运输系统（带式输送机）,requires_technology,输送带防跑偏/防撕裂传感器,0.94,"{""source_id"": ""U01"", ""field"": ""要求什么技术/设备"", ""scene"": ""井下主运输系统（带式输送机）""}"
井下人员定位与管理,requires_technology,UWB/BLE定位基站与标签,0.94,"{""source_id"": ""U01"", ""field"": ""要求什么技术/设备"", ""scene"": ""井下人员定位与管理""}"
井下人员定位与管理,requires_technology,人员行为AI分析系统,0.94,"{""source_id"": ""U01"", ""field"": ""要求什么技术/设备"", ""scene"": ""井下人员定位与管理""}"
井下人员定位与管理,requires_technology,人脸识别闸机,0.94,"{""source_id"": ""U01"", ""field"": ""要求什么技术/设备"", ""scene"": ""井下人员定位与管理""}"
井下人员定位与管理,requires_technology,定位管理平台软件,0.94,"{""source_id"": ""U01"", ""field"": ""要求什么技术/设备"", ""scene"": ""井下人员定位与管理""}"
井下人员定位与管理,requires_technology,电子围栏系统,0.94,"{""source_id"": ""U01"", ""field"": ""要求什么技术/设备"", ""scene"": ""井下人员定位与管理""}"
井下人员定位与管理,requires_technology,防爆智能安全帽（集成定位+通信）,0.94,"{""source_id"": ""U01"", ""field"": ""要求什么技术/设备"", ""scene"": ""井下人员定位与管理""}"
井下辅助运输,requires_technology,5G专网+V2X车路协同设备,0.94,"{""source_id"": ""U01"", ""field"": ""要求什么技术/设备"", ""scene"": ""井下辅助运输""}"
井下辅助运输,requires_technology,井下高精度定位系统（UWB/BLE）,0.94,"{""source_id"": ""U01"", ""field"": ""要求什么技术/设备"", ""scene"": ""井下辅助运输""}"
井下辅助运输,requires_technology,充电桩智能管理系统,0.94,"{""source_id"": ""U01"", ""field"": ""要求什么技术/设备"", ""scene"": ""井下辅助运输""}"
井下辅助运输,requires_technology,智能交通信号灯/道岔控制器,0.94,"{""source_id"": ""U01"", ""field"": ""要求什么技术/设备"", ""scene"": ""井下辅助运输""}"
井下辅助运输,requires_technology,激光雷达+毫米波雷达+摄像头,0.94,"{""source_id"": ""U01"", ""field"": ""要求什么技术/设备"", ""scene"": ""井下辅助运输""}"
井下辅助运输,requires_technology,车载终端+自动驾驶控制器,0.94,"{""source_id"": ""U01"", ""field"": ""要求什么技术/设备"", ""scene"": ""井下辅助运输""}"
地质保障与三维建模,requires_technology,三维地质建模软件,0.94,"{""source_id"": ""U01"", ""field"": ""要求什么技术/设备"", ""scene"": ""地质保障与三维建模""}"
地质保障与三维建模,requires_technology,三维地震勘探设备,0.94,"{""source_id"": ""U01"", ""field"": ""要求什么技术/设备"", ""scene"": ""地质保障与三维建模""}"
地质保障与三维建模,requires_technology,地质大数据分析平台,0.94,"{""source_id"": ""U01"", ""field"": ""要求什么技术/设备"", ""scene"": ""地质保障与三维建模""}"
地质保障与三维建模,requires_technology,槽波地震仪,0.94,"{""source_id"": ""U01"", ""field"": ""要求什么技术/设备"", ""scene"": ""地质保障与三维建模""}"
地质保障与三维建模,requires_technology,瞬变电磁仪/地质雷达,0.94,"{""source_id"": ""U01"", ""field"": ""要求什么技术/设备"", ""scene"": ""地质保障与三维建模""}"
地质保障与三维建模,requires_technology,钻孔测井仪,0.94,"{""source_id"": ""U01"", ""field"": ""要求什么技术/设备"", ""scene"": ""地质保障与三维建模""}"
大型固定设备运维（主提升/主排水/压风等）,requires_technology,PLC数据采集网关,0.94,"{""source_id"": ""U01"", ""field"": ""要求什么技术/设备"", ""scene"": ""大型固定设备运维（主提升/主排水/压风等）""}"
大型固定设备运维（主提升/主排水/压风等）,requires_technology,工业大数据分析平台,0.94,"{""source_id"": ""U01"", ""field"": ""要求什么技术/设备"", ""scene"": ""大型固定设备运维（主提升/主排水/压风等）""}"
大型固定设备运维（主提升/主排水/压风等）,requires_technology,振动传感器/温度传感器/油液分析传感器,0.94,"{""source_id"": ""U01"", ""field"": ""要求什么技术/设备"", ""scene"": ""大型固定设备运维（主提升/主排水/压风等）""}"
大型固定设备运维（主提升/主排水/压风等）,requires_technology,数字孪生仿真系统,0.94,"{""source_id"": ""U01"", ""field"": ""要求什么技术/设备"", ""scene"": ""大型固定设备运维（主提升/主排水/压风等）""}"
大型固定设备运维（主提升/主排水/压风等）,requires_technology,智能巡检仪/手持终端,0.94,"{""source_id"": ""U01"", ""field"": ""要求什么技术/设备"", ""scene"": ""大型固定设备运维（主提升/主排水/压风等）""}"
大型固定设备运维（主提升/主排水/压风等）,requires_technology,设备健康管理平台(PHM),0.94,"{""source_id"": ""U01"", ""field"": ""要求什么技术/设备"", ""scene"": ""大型固定设备运维（主提升/主排水/压风等）""}"
掘进工作面,requires_technology,工业摄像头+边缘计算盒子,0.94,"{""source_id"": ""U01"", ""field"": ""要求什么技术/设备"", ""scene"": ""掘进工作面""}"
掘进工作面,requires_technology,截割轨迹规划与自动控制软件,0.94,"{""source_id"": ""U01"", ""field"": ""要求什么技术/设备"", ""scene"": ""掘进工作面""}"
掘进工作面,requires_technology,掘进机机身位姿感知系统（惯性导航+全站仪）,0.94,"{""source_id"": ""U01"", ""field"": ""要求什么技术/设备"", ""scene"": ""掘进工作面""}"
掘进工作面,requires_technology,机载临时支护机器人,0.94,"{""source_id"": ""U01"", ""field"": ""要求什么技术/设备"", ""scene"": ""掘进工作面""}"
掘进工作面,requires_technology,综合除尘成套设备,0.94,"{""source_id"": ""U01"", ""field"": ""要求什么技术/设备"", ""scene"": ""掘进工作面""}"
掘进工作面,requires_technology,超前地质探测仪（地质雷达/瞬变电磁仪）,0.94,"{""source_id"": ""U01"", ""field"": ""要求什么技术/设备"", ""scene"": ""掘进工作面""}"
水害防治,requires_technology,地质雷达,0.94,"{""source_id"": ""U01"", ""field"": ""要求什么技术/设备"", ""scene"": ""水害防治""}"
